2, 1, 0.0100000000, 8, 8, 3.0000000000, 0.0006514140, 1.0000000000
2, 1, 0.5100000000, 8, 8, 3.0000000000, 0.0000341040, 1.0000000000
2, 1, 1.0100000000, 8, 8, 3.0000000000, 0.0000311570, 1.0000000000
2, 1, 1.5100000000, 8, 8, 3.0000000000, 0.0000301830, 1.0000000000
2, 1, 2.0100000000, 8, 8, 3.0000000000, 0.0000293830, 1.0000000000
2, 1, 2.5100000000, 8, 8, 3.0000000000, 0.0000289030, 1.0000000000
2, 1, 3.0100000000, 8, 8, 3.0000000000, 0.0000292430, 1.0000000000
2, 1, 3.5100000000, 8, 8, 3.5000000000, 0.0000295970, 1.0000000000
2, 1, 4.0100000000, 8, 8, 4.0000000000, 0.0000293050, 1.0000000000
2, 1, 4.5100000000, 8, 8, 4.5000000000, 0.0000297880, 1.0000000000
2, 1, 5.0100000000, 8, 8, 5.0000000000, 0.0000294910, 1.0000000000
2, 1, 5.5100000000, 8, 8, 5.5000000000, 0.0000292650, 1.0000000000
2, 1, 6.0100000000, 8, 8, 6.0000000000, 0.0000292450, 1.0000000000
2, 1, 6.5100000000, 8, 8, 6.5000000000, 0.0000297190, 1.0000000000
2, 1, 7.0100000000, 8, 8, 7.0000000000, 0.0000297040, 1.0000000000
2, 1, 7.5100000000, 8, 8, 7.5000000000, 0.0000302120, 1.0000000000
2, 1, 8.0100000000, 8, 8, 8.0000000000, 0.0000296400, 1.0000000000
2, 1, 8.5100000000, 8, 8, 8.5000000000, 0.0000299970, 1.0000000000
2, 1, 9.0100000000, 8, 8, 9.0000000000, 0.0000298350, 1.0000000000
2, 1, 9.5100000000, 8, 8, 9.5000000000, 0.0000305660, 1.0000000000
2, 10, 0.0100000000, 80, 8, 3.0000000000, 0.0000304970, 10.0000000000
2, 10, 0.5100000000, 80, 8, 3.0000000000, 0.0000287760, 10.0000000000
2, 10, 1.0100000000, 80, 8, 3.0000000000, 0.0000287840, 10.0000000000
2, 10, 1.5100000000, 80, 8, 3.0000000000, 0.0000283590, 10.0000000000
2, 10, 2.0100000000, 80, 8, 3.0000000000, 0.0000287680, 10.0000000000
