1, 0.1000000000, 0.0156631860, 1.0000000000
1, 0.0100000000, 0.0000123400, 1.0000000000
1, 0.0010000000, 0.0008279570, 1.0000000000
1, 0.0001000000, 0.0000031400, 1.0000000000
1, 0.0000100000, 0.0003375610, 1.0000000000
1, 0.0000010000, 0.0002842830, 1.0000000000
1, 0.0000001000, 0.0005284870, 1.0000000000
1, 0.0000000100, 0.0004274860, 1.0000000000
1, 0.0000000010, 0.0003224650, 1.0000000000
1, 0.0000000001, 0.0003186910, 1.0000000000
10, 0.1000000000, 0.0008165400, 3.3333332539
10, 0.0100000000, 0.0002823790, 2.5000000000
10, 0.0010000000, 0.0002561880, 2.5000000000
10, 0.0001000000, 0.0003116580, 2.0000000000
10, 0.0000100000, 0.0004035750, 2.0000000000
10, 0.0000010000, 0.0002723010, 1.6666666269
10, 0.0000001000, 0.0003617950, 1.4285714626
10, 0.0000000100, 0.0003268710, 1.4285714626
10, 0.0000000010, 0.0002548140, 1.2500000000
10, 0.0000000001, 0.0002492450, 1.1111111641
100, 0.1000000000, 0.0005898300, 1.4925372601
100, 0.0100000000, 0.0006525670, 1.4084507227
100, 0.0010000000, 0.0033808220, 1.3333333731
100, 0.0001000000, 0.0005245940, 1.2658227682
100, 0.0000100000, 0.0013022890, 1.2195122242
100, 0.0000010000, 0.0005808690, 1.1764706373
100, 0.0000001000, 0.0003587870, 1.1363636255
100, 0.0000000100, 0.0002849460, 1.1111111641
100, 0.0000000010, 0.0004028970, 1.0869565010
100, 0.0000000001, 0.0002852700, 1.0526316166
1000, 0.1000000000, 0.0004491140, 1.0121457577
1000, 0.0100000000, 0.0002495570, 1.0090817213
1000, 0.0010000000, 0.0003564910, 1.0050251484
1000, 0.0001000000, 0.0004210590, 1.0010010004
1000, 0.0000100000, 0.0003086020, 0.9980040193
1000, 0.0000010000, 0.0002526760, 0.9950248599
1000, 0.0000001000, 0.0003380230, 0.9920634627
1000, 0.0000000100, 0.0012675100, 0.9891197085
1000, 0.0000000010, 0.0003125450, 0.9871668220
1000, 0.0000000001, 0.0002675510, 0.9852216840
10000, 0.1000000000, 0.0005490080, 3.3636057377
10000, 0.0100000000, 0.0003850590, 2.9620852470
10000, 0.0010000000, 0.0004928000, 2.6462028027
10000, 0.0001000000, 0.0004222230, 2.3169600964
10000, 0.0000100000, 0.0007970330, 2.1195421219
10000, 0.0000010000, 0.0029711500, 1.9527436495
10000, 0.0000001000, 0.0009207750, 1.7677214146
10000, 0.0000000100, 0.0006751890, 1.6504373550
10000, 0.0000000010, 0.0006193630, 1.5477479696
10000, 0.0000000001, 0.0005524590, 1.4293881655
100000, 0.1000000000, 0.0014634410, 5.3211302757
100000, 0.0100000000, 0.0009809500, 4.2707667351
100000, 0.0010000000, 0.0010530800, 3.5667154789
100000, 0.0001000000, 0.0039196220, 2.9240620136
100000, 0.0000100000, 0.0019591320, 2.5759918690
100000, 0.0000010000, 0.0022623520, 2.3019728661
100000, 0.0000001000, 0.0017475480, 2.0160477161
100000, 0.0000000100, 0.0024009910, 1.8442358971
100000, 0.0000000010, 0.0035218080, 1.6994374990
100000, 0.0000000001, 0.0018498180, 1.5383669138
1000000, 0.1000000000, 0.0079105460, 5.6498451233
1000000, 0.0100000000, 0.0101023430, 4.4681754112
1000000, 0.0010000000, 0.0115978430, 3.6952867508
1000000, 0.0001000000, 0.0138838580, 3.0027594566
1000000, 0.0000100000, 0.0121946780, 2.6327152252
1000000, 0.0000010000, 0.0163411630, 2.3438744545
1000000, 0.0000001000, 0.0160470200, 2.0447597504
1000000, 0.0000000100, 0.0177796660, 1.8661451340
1000000, 0.0000000010, 0.0198259440, 1.7162343264
1000000, 0.0000000001, 0.0233587480, 1.5501905680
10000000, 0.1000000000, 0.0603395980, 5.6849608421
10000000, 0.0100000000, 0.0908440020, 4.4889106750
10000000, 0.0010000000, 0.0709673750, 3.7086541653
10000000, 0.0001000000, 0.1142361240, 3.0108618736
10000000, 0.0000100000, 0.0898894780, 2.6385281086
10000000, 0.0000010000, 0.0963599950, 2.3481476307
10000000, 0.0000001000, 0.1268061590, 2.0476751328
10000000, 0.0000000100, 0.1596563170, 1.8683661222
10000000, 0.0000000010, 0.1347042000, 1.7179317474
10000000, 0.0000000001, 0.1533048920, 1.5513826609
100000000, 0.1000000000, 0.4725584770, 5.6884956360
100000000, 0.0100000000, 0.5484763520, 4.4909963608
100000000, 0.0010000000, 0.6809711310, 3.7099957466
100000000, 0.0001000000, 0.7261780340, 3.0116744041
100000000, 0.0000100000, 0.7955105770, 2.6391108036
100000000, 0.0000010000, 0.8926168130, 2.3485763073
100000000, 0.0000001000, 1.0413333280, 2.0479674339
100000000, 0.0000000100, 1.1148901530, 1.8685884476
100000000, 0.0000000010, 1.1978383420, 1.7181019783
100000000, 0.0000000001, 1.4936106240, 1.5515018702
