0, 1, 0.1000000000, 8, 64, 3.0000000000, 0.0000062840, 1.0000000000
0, 1, 0.1500000000, 8, 64, 3.0000000000, 0.0000002710, 1.0000000000
0, 1, 0.2000000000, 8, 64, 3.0000000000, 0.0000001840, 1.0000000000
0, 1, 0.2500000000, 8, 64, 3.0000000000, 0.0000001830, 1.0000000000
0, 1, 0.3000000000, 8, 64, 3.0000000000, 0.0000001620, 1.0000000000
0, 1, 0.3500000000, 8, 64, 3.0000000000, 0.0000001640, 1.0000000000
0, 1, 0.4000000000, 8, 64, 3.0000000000, 0.0000001640, 1.0000000000
0, 1, 0.4500000000, 8, 64, 3.0000000000, 0.0000001640, 1.0000000000
0, 1, 0.5000000000, 8, 64, 3.0000000000, 0.0000001660, 1.0000000000
0, 1, 0.5500000000, 8, 64, 3.0000000000, 0.0000001640, 1.0000000000
0, 1, 0.6000000000, 8, 64, 3.0000000000, 0.0000001660, 1.0000000000
0, 1, 0.6500000000, 8, 64, 3.0000000000, 0.0000001640, 1.0000000000
0, 1, 0.7000000000, 8, 64, 3.0000000000, 0.0000001640, 1.0000000000
0, 1, 0.7500000000, 8, 64, 3.0000000000, 0.0000001630, 1.0000000000
0, 1, 0.8000000000, 8, 64, 3.0000000000, 0.0000001640, 1.0000000000
0, 1, 0.8500000000, 8, 64, 3.0000000000, 0.0000001680, 1.0000000000
0, 1, 0.9000000000, 8, 64, 3.0000000000, 0.0000001640, 1.0000000000
0, 1, 0.9500000000, 8, 64, 3.0000000000, 0.0000001660, 1.0000000000
0, 10, 0.1000000000, 80, 64, 3.0000000000, 0.0000010680, 10.0000000000
0, 10, 0.1500000000, 80, 64, 3.0000000000, 0.0000002650, 10.0000000000
0, 10, 0.2000000000, 80, 64, 3.0000000000, 0.0000002380, 10.0000000000
0, 10, 0.2500000000, 80, 64, 3.0000000000, 0.0000002360, 10.0000000000
0, 10, 0.3000000000, 80, 64, 3.0000000000, 0.0000002350, 10.0000000000
0, 10, 0.3500000000, 80, 64, 3.0000000000, 0.0000002240, 10.0000000000
0, 10, 0.4000000000, 80, 64, 3.0000000000, 0.0000002230, 10.0000000000
0, 10, 0.4500000000, 80, 64, 3.0000000000, 0.0000002180, 10.0000000000
0, 10, 0.5000000000, 80, 64, 3.0000000000, 0.0000002150, 10.0000000000
0, 10, 0.5500000000, 80, 64, 3.0000000000, 0.0000002140, 10.0000000000
0, 10, 0.6000000000, 80, 64, 3.0000000000, 0.0000002180, 10.0000000000
0, 10, 0.6500000000, 80, 64, 3.0000000000, 0.0000002170, 10.0000000000
0, 10, 0.7000000000, 80, 64, 3.0000000000, 0.0000002210, 10.0000000000
0, 10, 0.7500000000, 80, 64, 3.0000000000, 0.0000002130, 10.0000000000
0, 10, 0.8000000000, 80, 64, 3.0000000000, 0.0000002180, 10.0000000000
0, 10, 0.8500000000, 80, 64, 3.0000000000, 0.0000002130, 10.0000000000
0, 10, 0.9000000000, 80, 64, 3.0000000000, 0.0000002170, 10.0000000000
0, 10, 0.9500000000, 80, 64, 3.0000000000, 0.0000002130, 10.0000000000
0, 100, 0.1000000000, 800, 320, 3.0000000000, 0.0000008960, 20.0000000000
0, 100, 0.1500000000, 800, 320, 3.0000000000, 0.0000008750, 20.0000000000
0, 100, 0.2000000000, 800, 320, 3.0000000000, 0.0000008800, 20.0000000000
0, 100, 0.2500000000, 800, 320, 3.0000000000, 0.0000008810, 20.0000000000
0, 100, 0.3000000000, 800, 320, 3.0000000000, 0.0000008750, 20.0000000000
0, 100, 0.3500000000, 800, 320, 3.0000000000, 0.0000008770, 20.0000000000
0, 100, 0.4000000000, 800, 320, 3.0000000000, 0.0000008730, 20.0000000000
0, 100, 0.4500000000, 800, 320, 3.0000000000, 0.0000008640, 20.0000000000
0, 100, 0.5000000000, 800, 320, 3.0000000000, 0.0000008710, 20.0000000000
0, 100, 0.5500000000, 800, 320, 3.0000000000, 0.0000008590, 20.0000000000
0, 100, 0.6000000000, 800, 320, 3.0000000000, 0.0000008680, 20.0000000000
0, 100, 0.6500000000, 800, 320, 3.0000000000, 0.0000008690, 20.0000000000
0, 100, 0.7000000000, 800, 320, 3.0000000000, 0.0000008650, 20.0000000000
0, 100, 0.7500000000, 800, 320, 3.0000000000, 0.0000008610, 20.0000000000
