1, 0.1000000000, 0.0000093870, 1.0000000000
1, 0.0100000000, 0.0000015420, 1.0000000000
1, 0.0010000000, 0.0000010150, 1.0000000000
1, 0.0001000000, 0.0000008970, 1.0000000000
1, 0.0000100000, 0.0000010930, 1.0000000000
1, 0.0000010000, 0.0000009500, 1.0000000000
1, 0.0000001000, 0.0000011360, 1.0000000000
1, 0.0000000100, 0.0000013220, 0.5000000000
1, 0.0000000010, 0.0000015110, 0.5000000000
1, 0.0000000001, 0.0000012250, 0.5000000000
10, 0.1000000000, 0.0000048220, 5.0000000000
10, 0.0100000000, 0.0000025330, 3.3333332539
10, 0.0010000000, 0.0000022500, 3.3333332539
10, 0.0001000000, 0.0000023990, 2.5000000000
10, 0.0000100000, 0.0000025520, 2.0000000000
10, 0.0000010000, 0.0000027320, 2.0000000000
10, 0.0000001000, 0.0000024490, 1.6666666269
10, 0.0000000100, 0.0000031370, 1.4285714626
10, 0.0000000010, 0.0000028790, 1.4285714626
10, 0.0000000001, 0.0000036840, 1.2500000000
100, 0.1000000000, 0.0000133340, 6.2500000000
100, 0.0100000000, 0.0000147860, 5.0000000000
100, 0.0010000000, 0.0000139440, 4.0000000000
100, 0.0001000000, 0.0000158040, 3.2258064747
100, 0.0000100000, 0.0000132130, 2.7777776718
100, 0.0000010000, 0.0000132300, 2.4390244484
100, 0.0000001000, 0.0000145280, 2.1276595592
100, 0.0000000100, 0.0000152920, 1.9607843161
100, 0.0000000010, 0.0000158020, 1.7857142687
100, 0.0000000001, 0.0000172130, 1.5873016119
1000, 0.1000000000, 0.0000840240, 6.5789475441
1000, 0.0100000000, 0.0001220940, 5.0251255035
1000, 0.0010000000, 0.0001660890, 4.0650405884
1000, 0.0001000000, 0.0001233260, 3.2467532158
1000, 0.0000100000, 0.0001285510, 2.8089888096
1000, 0.0000010000, 0.0001602680, 2.4875621796
1000, 0.0000001000, 0.0001454930, 2.1551723480
1000, 0.0000000100, 0.0001922720, 1.9569472075
1000, 0.0000000010, 0.0001668420, 1.7921147346
1000, 0.0000000001, 0.0001747940, 1.6103059053
10000, 0.1000000000, 0.0011403770, 6.5919580460
10000, 0.0100000000, 0.0009490320, 5.0327124596
10000, 0.0010000000, 0.0007121030, 4.0749797821
10000, 0.0001000000, 0.0008211440, 3.2478077412
10000, 0.0000100000, 0.0006977010, 2.8184893131
10000, 0.0000010000, 0.0005789090, 2.4906599522
10000, 0.0000001000, 0.0006285210, 2.1542439461
10000, 0.0000000100, 0.0006574240, 1.9557989836
10000, 0.0000000010, 0.0006910420, 1.7930786610
10000, 0.0000000001, 0.0007307660, 1.6118632555
100000, 0.1000000000, 0.0022044340, 6.5967411995
100000, 0.0100000000, 0.0026219960, 5.0395603180
100000, 0.0010000000, 0.0031858240, 4.0758099556
100000, 0.0001000000, 0.0030453320, 3.2486517429
100000, 0.0000100000, 0.0033772930, 2.8188865185
100000, 0.0000010000, 0.0043616060, 2.4899158478
100000, 0.0000001000, 0.0046075440, 2.1548938751
100000, 0.0000000100, 0.0043657010, 1.9571769238
100000, 0.0000000010, 0.0042352380, 1.7925323248
100000, 0.0000000001, 0.0044111560, 1.6121751070
1000000, 0.1000000000, 0.0233940800, 6.5984387398
1000000, 0.0100000000, 0.0269974260, 5.0385704041
1000000, 0.0010000000, 0.0302691950, 4.0758929253
1000000, 0.0001000000, 0.0359882040, 3.2488734722
1000000, 0.0000100000, 0.0343286040, 2.8190851212
1000000, 0.0000010000, 0.0386565530, 2.4900026321
1000000, 0.0000001000, 0.0400195950, 2.1547172070
1000000, 0.0000000100, 0.0445842170, 1.9570467472
1000000, 0.0000000010, 0.0479508700, 1.7926062346
1000000, 0.0000000001, 0.0499067330, 1.6119958162
10000000, 0.1000000000, 0.2160547780, 6.5969676971
10000000, 0.0100000000, 0.2460085460, 5.0385627747
10000000, 0.0010000000, 0.2744780980, 4.0760507584
10000000, 0.0001000000, 0.3135212280, 3.2484250069
10000000, 0.0000100000, 0.3346863260, 2.8191328049
10000000, 0.0000010000, 0.3636468710, 2.4901106358
10000000, 0.0000001000, 0.3908375530, 2.1547794342
10000000, 0.0000000100, 0.4177593980, 1.9571053982
10000000, 0.0000000010, 0.4411558720, 1.7926390171
10000000, 0.0000000001, 0.4898465690, 1.6120171547
100000000, 0.1000000000, 2.2340342090, 6.5969371796
100000000, 0.0100000000, 2.6305427470, 5.0387458801
100000000, 0.0010000000, 2.8457245180, 4.0760126114
100000000, 0.0001000000, 3.0797882390, 3.2484710217
100000000, 0.0000100000, 3.3308449210, 2.8191840649
100000000, 0.0000010000, 3.6116832050, 2.4901053905
100000000, 0.0000001000, 3.9760072780, 2.1547632217
100000000, 0.0000000100, 4.1676963510, 1.9570845366
100000000, 0.0000000010, 4.4751787240, 1.7926340103
100000000, 0.0000000001, 4.8233754620, 1.6120257378
